Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,1842,1853.26001,1832.22998,1847.839966,1847.839966,2506500
2020-01-02,1875,1898.01001,1864.150024,1898.01001,1898.01001,4029000
2020-01-03,1864.5,1886.199951,1864.5,1874.969971,1874.969971,3764400
2020-01-06,1860,1903.689941,1860,1902.880005,1902.880005,4061800
2020-01-07,1904.5,1913.890015,1892.040039,1906.859985,1906.859985,4044900
2020-01-08,1898.040039,1911,1886.439941,1891.969971,1891.969971,3508000
2020-01-09,1909.890015,1917.819946,1895.800049,1901.050049,1901.050049,3167300
2020-01-10,1905.369995,1906.939941,1880,1883.160034,1883.160034,2853700
2020-01-13,1891.310059,1898,1880.800049,1891.300049,1891.300049,2780800
2020-01-14,1885.880005,1887.109985,1858.550049,1869.439941,1869.439941,3440900
2020-01-15,1872.25,1878.859985,1855.089966,1862.02002,1862.02002,2896600
2020-01-16,1882.98999,1885.589966,1866.02002,1877.939941,1877.939941,2659500
2020-01-17,1885.890015,1886.640015,1857.25,1864.719971,1864.719971,3997300
2020-01-21,1865,1894.27002,1860,1892,1892,3707800
2020-01-22,1896.089966,1902.5,1883.339966,1887.459961,1887.459961,3216300
2020-01-23,1885.109985,1889.97998,1872.76001,1884.579956,1884.579956,2484600
2020-01-24,1891.369995,1894.98999,1847.439941,1861.640015,1861.640015,3766200
2020-01-27,1820,1841,1815.339966,1828.339966,1828.339966,3528500
2020-01-28,1840.5,1858.109985,1830.02002,1853.25,1853.25,2808000
2020-01-29,1864,1874.75,1855.02002,1858,1858,2088000
2020-01-30,1858,1872.869995,1850.609985,1870.680054,1870.680054,6327400
2020-01-31,2051.469971,2055.719971,2002.27002,2008.719971,2008.719971,15567300
2020-02-03,2010.599976,2048.5,2000.25,2004.199951,2004.199951,5899100
2020-02-04,2029.880005,2059.800049,2015.369995,2049.669922,2049.669922,5289300
2020-02-05,2071.02002,2071.02002,2032,2039.869995,2039.869995,4376200
